"","n.sites","n.biallelic.sites","n.gaps","n.unknowns","n.valid.sites","n.polyallelic.sites","trans.transv.ratio","nuc.diversity.within_Total","hap.diversity.within_Total","Tajima.D_Total","nuc.diversity.within_Landrace","nuc.diversity.within_Wild","hap.diversity.within_Landrace","hap.diversity.within_Wild","Tajima.D_Cultivar","Tajima.D_Landrace","Tajima.D_Wild","HOG","nuc.diversity.within_Cultivar","hap.diversity.within_Cultivar"
"242",948,11,3,0,945,0,4.5,1.68985507246377,0.584541062801932,-0.960155701610608,1.70526315789474,2.53333333333333,0.542105263157895,1,-0.507081999841514,1.48352323053811,-1.01062919023926,"N0.HOG0000309",0.947368421052632,0.368421052631579
"243",2100,19,105,0,1995,0,1.11111111111111,12.6666666666667,0.666666666666667,NA,NA,12.6666666666667,NA,0.666666666666667,NA,NA,NA,"N0.HOG0000314",NA,NA
"244",2984,109,1217,0,1767,0,1.86842105263158,8.34576271186441,0.605084745762712,-2.24140354198254,5.2022792022792,27.9285714285714,0.544159544159544,0.964285714285714,1.3069286682597,2.71113240980783,-1.61657424960289,"N0.HOG0000315",4.11857707509881,0.466403162055336
"245",2878,14,1036,0,1842,0,6,3.15632183908046,0.540229885057471,-0.356536440568806,1.95,4.53333333333333,0.325,1,-1.39030798108784,0.268442295906542,-1.24578372292415,"N0.HOG0000316",2.33333333333333,0.333333333333333
"246",2728,218,1259,0,1464,5,1.18,107.015730337079,0.820724094881398,5.05351606538763,108.165656565657,89.5238095238095,0.796969696969697,0.933333333333333,3.39873433191271,4.43032041795509,1.53867622875217,"N0.HOG0000318",102.472934472934,0.754985754985755
"247",3755,99,3515,0,223,17,0.98,14.2348484848485,0.797348484848485,-1.56729072740334,2.95238095238095,50.1333333333333,0.542857142857143,0.933333333333333,-0.460010600848509,-0.152303600604199,1.324086423842,"N0.HOG0000319",3.48888888888889,0.644444444444444
"248",3620,59,3098,0,522,0,1.03448275862069,26.2222222222222,0.972222222222222,1.06415759116324,9,24.3333333333333,1,1,NA,NA,-0.313978137717247,"N0.HOG0000320",6,0.666666666666667
"249",3185,36,2852,0,331,2,2,13.9415204678363,0.695906432748538,1.41689792165878,12.7777777777778,NA,0.555555555555556,NA,0.775969527128945,-0.178391424393865,NA,"N0.HOG0000321",15.4642857142857,0.857142857142857
"250",1212,56,243,0,969,0,1.33333333333333,56,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000322",NA,NA
"251",3587,37,2567,0,1019,1,3.11111111111111,9.15669515669516,0.829059829059829,-0.172290543985223,13.1555555555556,2.26666666666667,0.911111111111111,0.733333333333333,-0.024962845156738,0.163465772847706,-0.786476394589001,"N0.HOG0000323",3.86666666666667,0.511111111111111
"252",4152,50,1473,0,2679,0,1,20.8477951635846,0.627311522048364,2.69886925741196,18.7916666666667,4.38095238095238,0.458333333333333,0.952380952380952,0.666477438989795,2.18870285163884,-0.574748237655193,"N0.HOG0000325",14.5054945054945,0.362637362637363
"253",2982,3,111,0,2871,0,2,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000326",NA,NA
"254",4450,9,2539,0,1911,0,3.5,3.08496732026144,0.549019607843137,0.63427029582223,2,3,0.285714285714286,0.5,-0.933020528695905,-1.55311087531699,-0.808607540062641,"N0.HOG0000327",0.333333333333333,0.333333333333333
"255",4422,171,3359,0,1061,2,1.63076923076923,71.7777777777778,0.677248677248677,2.47282245080986,75.4411764705882,159,0.698529411764706,1,-1.83432860322689,2.14532374100417,NA,"N0.HOG0000329",43.5714285714286,0.464285714285714
"256",1536,6,0,0,1536,0,5,0.342857142857143,0.218487394957983,-2.10298000750714,0.166666666666667,2,0.166666666666667,0.833333333333333,NA,-1.14053340469916,-0.780122993791063,"N0.HOG0000330",0,0
"257",1538,22,1040,0,498,0,2.66666666666667,3.44827586206897,0.811494252873563,-1.33355772750469,1.21904761904762,5.25,0.676190476190476,0.892857142857143,-1.32792645954073,0.955659128577309,-1.83612761507093,"N0.HOG0000331",6.2,0.8
"258",1533,9,216,0,1317,0,0.8,4.20952380952381,0.561904761904762,1.95298252162339,4.57142857142857,5.66666666666667,0.571428571428571,0.833333333333333,NA,2.10129360154752,1.53597647512109,"N0.HOG0000333",0,0
"259",3471,53,3270,0,196,5,1.52380952380952,15.0919305413687,0.592185903983657,1.42413677477658,17.5243902439024,16.1833333333333,0.623170731707317,0.808333333333333,-0.124595778030472,1.99040941282624,0.224387039473336,"N0.HOG0000335",7.94444444444444,0.314814814814815
"260",2799,74,282,0,2513,4,1.96,22.7782805429864,0.625942684766214,1.36828914004734,25.4673913043478,34.6,0.655797101449275,1,-0.573461787202063,2.18629060960874,0.956049019906626,"N0.HOG0000337",14.3203463203463,0.402597402597403
"261",2526,31,1443,0,1083,0,1.38461538461538,16.1555555555556,0.644444444444444,2.2807055343334,20.6666666666667,19.5,0.666666666666667,0.833333333333333,NA,2.29852300837954,1.98139630449921,"N0.HOG0000339",NA,NA
"262",1779,51,1059,0,719,1,1.21739130434783,26.6,0.866666666666667,1.22364895327106,NA,18.1666666666667,NA,0.833333333333333,NA,NA,1.95647627670339,"N0.HOG0000341",NA,NA
"263",2562,74,2400,0,155,7,1.38709677419355,4.13505747126437,0.703239289446186,-2.36418880191103,2.44950213371266,9.44761904761905,0.704125177809388,0.647619047619048,-1.70324514030586,1.3165428917932,-2.18704064151645,"N0.HOG0000342",3.84848484848485,0.660984848484849
"264",2703,18,660,0,2043,0,2.6,7.36363636363636,0.409090909090909,1.02606984308808,0,7.2,0,0.4,NA,NA,-1.22752102502091,"N0.HOG0000344",0,0
"265",2533,20,1255,0,1278,0,1.5,3.42557651991614,0.706498951781971,-0.6917367056056,4.14666666666667,3.52380952380952,0.756666666666667,0.904761904761905,-0.796610673198878,0.410962588293022,-0.216532238816137,"N0.HOG0000345",2.36190476190476,0.552380952380952
"266",2619,268,18,0,2601,0,1.48148148148148,268,1,NA,NA,268,NA,1,NA,NA,NA,"N0.HOG0000346",NA,NA
"267",2667,75,1047,0,1620,0,1.02702702702703,9.01754385964912,0.771929824561403,-2.39082099627594,1.74545454545455,68,0.690909090909091,1,-0.561987124548503,1.01827930995544,NA,"N0.HOG0000347",2.2,0.9
"268",2819,392,463,0,2356,0,1.74125874125874,392,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000348",NA,NA
"269",2578,26,380,0,2198,0,1.88888888888889,6.52850241545894,0.849275362318841,0.344271607549009,6.26839826839827,3.6,0.887445887445887,1,1.73211310354292,-0.0244509931946411,-0.440369428599283,"N0.HOG0000349",7.08771929824561,0.684210526315789
"270",2153,23,2062,0,88,3,1.55555555555556,7.58095238095238,0.833333333333333,0.70665587896214,8.22222222222222,8.4,0.805555555555556,0.866666666666667,1.08976266772067,0.0779381301126137,-0.542514037883633,"N0.HOG0000350",1.83333333333333,0.833333333333333
"271",3186,201,2278,0,898,10,2.35,52.7777777777778,0.915032679738562,-0.410967705799572,7.46428571428571,102.533333333333,0.785714285714286,1,NA,-0.16820717933646,1.38282553576526,"N0.HOG0000351",3.33333333333333,0.666666666666667
"272",2845,17,877,0,1968,0,1.83333333333333,3.61153846153846,0.832051282051282,-0.312440257213894,2.8187134502924,2,0.766081871345029,0.9,0.458310370609516,-0.651424954075593,0.273449766455879,"N0.HOG0000353",4.38333333333333,0.741666666666667
"273",2840,11,2657,0,183,0,0.833333333333333,3.92258064516129,0.752688172043011,1.35689452137071,3.22727272727273,4.8,0.712121212121212,0.6,1.62731001631888,0.336435812072883,1.76147771439714,"N0.HOG0000354",4.62121212121212,0.803030303030303
"274",2249,135,1455,0,786,8,1.41071428571429,28.4065934065934,0.736263736263736,-1.4826702965069,1.4,38.5,0.733333333333333,0.5,NA,0.338388809447053,-0.870492403052875,"N0.HOG0000355",44,0.666666666666667
"275",1425,1,21,0,1404,0,0,0.0476190476190476,0.0476190476190476,-1.11965982889809,0.1,0,0.1,0,NA,-1.16439105425337,NA,"N0.HOG0000356",0,0
"276",1422,3,279,0,1143,0,Inf,3,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000357",NA,NA
"277",1428,44,6,0,1422,0,1.31578947368421,4.27619047619048,0.566666666666667,-2.57604029471165,0,2.92857142857143,0,0.964285714285714,NA,NA,-1.54664730456913,"N0.HOG0000358",0,0
"278",1422,9,0,0,1422,0,3.5,1.02857142857143,0.5,-1.99818277124608,0,2.33333333333333,0,0.916666666666667,NA,NA,-1.35941022937486,"N0.HOG0000359",0,0
"279",1446,10,999,0,447,0,4,2.66666666666667,0.583333333333333,-1.28129354787143,0,8,0,1,NA,NA,NA,"N0.HOG0000360",3,1
"280",1461,30,18,0,1443,0,3.28571428571429,4.29197994987469,0.843984962406015,-1.11126108670047,4.48550724637681,4.13333333333333,0.764492753623188,0.977777777777778,-0.572807704585739,0.41229530380165,-1.80191576500046,"N0.HOG0000361",3.51428571428571,0.742857142857143
"281",1457,25,617,0,840,0,3.16666666666667,6.33918128654971,0.748538011695906,-0.445584536067063,3,15,0.638888888888889,1,-1.26660432459617,-1.51869324996776,NA,"N0.HOG0000362",4.86666666666667,0.733333333333333
"282",2836,46,875,0,1960,1,1.3,20.8571428571429,0.952380952380952,0.639861687755916,NA,3.83333333333333,NA,1,NA,NA,0.0389207847798742,"N0.HOG0000364",4,1
"283",3217,72,2803,0,412,2,1.25,4.87676767676768,0.733333333333333,-2.50766021340055,2.275,18,0.775,0.857142857142857,-1.30888036592538,-1.61709953374268,-1.67567803958676,"N0.HOG0000365",2.34210526315789,0.368421052631579
"284",2793,165,1092,0,1699,2,1.53846153846154,78.1625615763547,0.724137931034483,3.33804309645155,79.4947368421053,4,0.773684210526316,1,-1.54828357156451,2.98133767533821,NA,"N0.HOG0000366",48.6666666666667,0.333333333333333
"285",4553,80,4284,0,251,18,2.07692307692308,19.223417721519,0.770569620253165,0.634874277497595,10.1994301994302,24.5757575757576,0.447293447293447,0.930735930735931,0.025944736277028,-1.4793976210772,0.715909027530631,"N0.HOG0000369",18.2988505747126,0.701149425287356
"286",1365,78,1155,0,145,65,3.58823529411765,19.9110759493671,0.80126582278481,0.881577084231095,18.1123188405797,19.5327635327635,0.692028985507246,0.925925925925926,0.0640514959866321,2.07165860799557,0.350416123592096,"N0.HOG0000370",17.7671957671958,0.669312169312169
"287",3857,292,2098,0,1750,9,1.24615384615385,135.315018315018,0.85980685980686,4.43485897307025,137.698412698413,139.390476190476,0.884126984126984,1,2.49561249330465,3.79672449592301,2.47298373114845,"N0.HOG0000373",120.141304347826,0.615942028985507
"288",4511,565,1005,0,3482,24,1.62790697674419,67.8742857142857,0.791020408163265,-1.68451352592722,3.84761904761905,246,0.80952380952381,0.714285714285714,-2.68207722985665,-0.281301947796107,2.32619653931845,"N0.HOG0000374",43.3333333333333,0.652380952380952
"289",4432,11,1874,0,2558,0,2.66666666666667,4.39705882352941,0.625,1.30385259766803,2.5,5.13333333333333,0.464285714285714,0.866666666666667,NA,-1.74147920336563,1.03370424587483,"N0.HOG0000376",0,0
"290",7265,143,6930,0,232,103,1.86,50.016317016317,0.794871794871795,2.46835924513691,52.2505747126437,50.7904761904762,0.788505747126437,0.866666666666667,1.68813271576392,2.56995974575088,1.13784209684049,"N0.HOG0000377",46.8913043478261,0.75
"291",2846,17,2793,0,50,3,3.25,3.67805878332194,0.352358168147642,0.185207849041539,4.41680672268908,2.74358974358974,0.423529411764706,0.294871794871795,-0.668584931526276,0.232379676424659,-2.10823753259828,"N0.HOG0000378",3.56695156695157,0.324786324786325
"292",2920,10,98,0,2822,0,1,10,1,NA,NA,NA,NA,NA,NA,NA,NA,"N0.HOG0000379",NA,NA
"293",3041,19,2178,0,863,0,1.71428571428571,2.56341463414634,0.271951219512195,-1.38398162925884,2.14736842105263,5.16666666666667,0.194736842105263,0.583333333333333,-1.87332747017908,-2.06430498754315,-0.846980852476183,"N0.HOG0000380",1.6,0.2
"294",2985,39,2547,0,438,0,2,11.9440860215054,0.556989247311828,0.817377079348271,12.3555555555556,16.3333333333333,0.511111111111111,1,0.370654551647759,0.285373592992516,-0.664756613328633,"N0.HOG0000381",10.3235294117647,0.404411764705882
"295",5135,26,5078,0,55,2,1.16666666666667,2.60947368421053,0.661052631578947,-1.57398630642206,2.52941176470588,5.28333333333333,0.657754010695187,0.85,-1.80852290975303,1.37014613412327,-1.33563181076273,"N0.HOG0000382",0.789855072463768,0.358695652173913
"296",2169,30,0,0,2169,0,1,11.6666666666667,0.866666666666667,0.480916229936679,1.33333333333333,13.1666666666667,0.666666666666667,1,NA,NA,-0.73807211204526,"N0.HOG0000384",0,0
"297",2240,442,466,0,1735,39,1.54022988505747,124.99846390169,0.642089093701997,1.18015436773856,123.145502645503,190.066666666667,0.645502645502645,0.911111111111111,-1.59986921186878,0.82726075754703,1.09817446144073,"N0.HOG0000385",64.7667984189723,0.245059288537549
"298",3611,150,2983,0,619,9,1.38095238095238,25.6612612612613,0.739459459459459,-0.561733744974163,24.6325757575758,34.9340659340659,0.685606060606061,0.89010989010989,-1.63756520642798,-0.37501347200717,-1.1414821633451,"N0.HOG0000386",17.0466666666667,0.453333333333333
"299",2772,123,291,0,2479,2,0.808823529411765,27.7219873150106,0.834038054968288,-0.0711812971866424,29.921568627451,42.6428571428571,0.745098039215686,1,0.136486662951554,-0.0437798650131632,0.28869138558147,"N0.HOG0000388",9.65,0.716666666666667
"300",2706,24,501,0,2205,0,2,5.3695652173913,0.880434782608696,-0.609841087224946,4.38095238095238,6.19047619047619,0.714285714285714,0.952380952380952,-0.0453365506895042,0.393491609131971,-0.289014692607391,"N0.HOG0000389",3.82142857142857,0.75
"301",3768,266,3222,0,468,78,1.53333333333333,42.9693693693694,0.877117117117117,-0.729026539534776,39.096256684492,61.2051282051282,0.868092691622103,0.935897435897436,0.379541765629545,0.416063030155389,-1.18704869262064,"N0.HOG0000391",38.8866666666667,0.8
"302",3531,111,3132,0,392,7,1.58139534883721,17.7911884487227,0.495001851166235,-0.745150710839348,18.9962121212121,26.7912087912088,0.452651515151515,0.736263736263736,-2.63330855380185,-0.426875275084059,-1.03875901804497,"N0.HOG0000393",7.68840579710145,0.409420289855072
"303",4851,88,4538,0,300,13,2.82608695652174,16.9474268789337,0.75231395779341,-0.207008332291903,13.6699507389163,22.3619047619048,0.573891625615764,0.961904761904762,-1.09853460154285,-1.15465139953848,0.352089623945257,"N0.HOG0000394",12.3142857142857,0.557142857142857
"304",3476,42,2377,0,1099,0,2.23076923076923,15.6972530683811,0.586206896551724,2.45987798947486,18.2369230769231,19.8,0.627692307692308,0.866666666666667,-2.57314972835929,3.31417231174277,2.11604214737452,"N0.HOG0000395",3.33333333333333,0.0952380952380952
"305",4790,705,2022,0,2744,24,1.21698113207547,317.142857142857,0.714285714285714,0.601791870494331,0,465.333333333333,0,1,NA,NA,NA,"N0.HOG0000396",0,0
"306",4512,117,429,0,4082,1,2.34285714285714,33.8095238095238,0.714285714285714,-1.70808427433445,1.33333333333333,113,0.666666666666667,1,NA,NA,NA,"N0.HOG0000397",0,0
"307",4599,47,4503,0,90,6,1.47368421052632,12.2595129375951,0.633181126331811,0.878150992751859,11.6022727272727,15.05,0.643939393939394,0.766666666666667,2.01506760271881,2.02383519284044,0.361574599554326,"N0.HOG0000398",7.71428571428571,0.428571428571429
"308",5005,249,4184,0,794,27,1.67741935483871,24.0053272450533,0.616818873668189,-1.84472738823739,0.502463054187192,76.3157894736842,0.502463054187192,0.847953216374269,1.58255037643403,1.53395367867152,0.299382357039977,"N0.HOG0000399",0.521739130434783,0.521739130434783
"309",4515,77,4247,0,263,5,1.48387096774194,13.112676056338,0.43075117370892,-0.588734729928707,10.9605911330049,23.7777777777778,0.366995073891626,0.803921568627451,-1.47628632439743,-0.162098344494398,1.07310096176478,"N0.HOG0000400",5.14624505928854,0.16600790513834
"310",5580,48,5159,0,421,0,2.42857142857143,9.7776397515528,0.746583850931677,-0.0608893964001726,8.08866995073892,15.5083333333333,0.768472906403941,0.933333333333333,-1.99837648439106,0.345830005966244,0.401005080854543,"N0.HOG0000401",3.58102766798419,0.24901185770751
"311",4162,535,1549,0,2596,17,1.30603448275862,58.3314310798946,0.739244951712028,-1.68367454585148,23.1674876847291,180.934065934066,0.724137931034483,0.89010989010989,-1.3714926413785,0.269202058389646,0.443856761216111,"N0.HOG0000404",14.3794466403162,0.671936758893281
"312",7260,52,6713,0,544,3,2.05882352941176,15.2659959758551,0.58430583501006,1.38625697078515,16.7783251231527,18.2352941176471,0.5935960591133,0.852941176470588,0.416023086170216,2.25273152140867,0.872069684231588,"N0.HOG0000405",9.91304347826087,0.300395256916996
"313",8121,9,8101,0,19,1,0.8,0.857630008525149,0.40920716112532,-1.43427960061135,0.748387096774193,1.61538461538462,0.410752688172043,0.615384615384615,-0.662151624094342,-1.67951061128751,2.12145188584095,"N0.HOG0000406",0.16600790513834,0.16600790513834
"314",1525,74,1325,0,144,56,1.3125,14.5633802816901,0.86841046277666,-0.164817187643724,15.9569230769231,14.5833333333333,0.843076923076923,0.933333333333333,-0.146460477181916,0.191719640331131,0.219444230806682,"N0.HOG0000407",11.2066666666667,0.776666666666667
"315",2824,155,1838,0,983,3,1.5,17.7134808853119,0.734808853118712,-1.54561170175574,2.54187192118227,56.5147058823529,0.635467980295567,0.955882352941177,0.0213642834845405,0.758763908048048,1.13604951382785,"N0.HOG0000408",2.18181818181818,0.50197628458498
"316",3303,841,1347,0,1867,89,1.20734908136483,133.681318681319,0.274725274725275,-2.24070116709866,0,560.666666666667,0,1,NA,NA,NA,"N0.HOG0000410",0,0
"317",861,167,129,0,714,18,1.16883116883117,70.7,0.63,2.38025328897688,66.1764705882353,87.3333333333333,0.529411764705882,1,NA,3.372835665358,NA,"N0.HOG0000411",0,0
"318",3249,24,1884,0,1364,1,1.18181818181818,6.97782258064516,0.832661290322581,0.599010857459815,2.69166666666667,8.07142857142857,0.783333333333333,0.892857142857143,NA,1.67243055967766,0.841956279777153,"N0.HOG0000412",0,0
"319",2829,201,484,0,2344,1,2.94117647058824,27.2114236999148,0.868712702472293,-1.21687880176467,5.44827586206897,79.8666666666667,0.844827586206897,0.990476190476191,-0.40169778604338,0.439954011094722,1.58997320731924,"N0.HOG0000413",4.09486166007905,0.75098814229249
"320",1767,20,1400,0,367,0,1.85714285714286,7.04518329070759,0.625319693094629,2.10500110330224,6.73118279569892,7.53846153846154,0.597849462365591,0.858974358974359,0.318696430585112,1.9778149820114,0.985345035678361,"N0.HOG0000414",4.71936758893281,0.371541501976285
"321",2831,56,2577,0,253,1,1.43478260869565,4.79283887468031,0.789002557544757,-1.96415327928759,2.19211822660099,12.7047619047619,0.770935960591133,0.79047619047619,-1.79055361567633,1.25129687675369,-1.01438215851993,"N0.HOG0000415",1.87351778656126,0.517786561264822
"322",2892,23,2723,0,169,0,1.55555555555556,1.20869565217391,0.138302277432712,-2.30617997699377,0.266009852216749,4.85714285714286,0.133004926108374,0.371428571428571,NA,-0.988573024012757,-1.16399670530981,"N0.HOG0000416",0,0
"323",1214,3,1073,0,141,0,0,0.40920716112532,0.136402387041773,-0.664269927882258,0,1.25714285714286,0,0.419047619047619,NA,NA,1.07848070569896,"N0.HOG0000417",0,0
"324",3935,708,2252,0,1591,92,1.31372549019608,103.683653846154,0.652403846153846,-1.08252814910282,95.4415954415954,192.051282051282,0.584045584045584,0.987179487179487,-2.67277500975503,3.60271495362783,-0.72537123507549,"N0.HOG0000419",17.8398268398268,0.177489177489178
"325",3174,10,3066,0,108,0,1,0.695612844866576,0.144278606965174,-1.8158187895117,0,3.1025641025641,0,0.628205128205128,NA,NA,-0.148648404895037,"N0.HOG0000421",0,0
"326",3172,4,3157,0,15,0,3,0.337595907928389,0.0843989769820972,-1.26212332316699,0,1.37142857142857,0,0.342857142857143,NA,NA,0.368091189160458,"N0.HOG0000422",0,0
"327",748,24,496,0,249,3,1.66666666666667,7.59420289855072,0.681159420289855,0.673241005990874,6.6043956043956,10.4,0.604395604395604,0.9,NA,2.47372862099432,1.03572437352435,"N0.HOG0000423",8,0.666666666666667
"328",1009,94,745,0,246,18,2.24137931034483,10.4161616161616,0.46969696969697,-1.85387412433215,0.4,34.7111111111111,0.4,0.888888888888889,-1.1646721889208,0.649980501832109,0.221004038363998,"N0.HOG0000424",0.111111111111111,0.111111111111111
"329",4406,618,3110,0,1213,83,1.23913043478261,29.0026338893766,0.770412642669008,-2.73411296141163,8.8128078817734,105.846153846154,0.746305418719212,0.912087912087912,1.94038015828325,0.178524706334652,-2.0576236374495,"N0.HOG0000425",5.87351778656126,0.50197628458498
"330",1618,95,1294,0,319,5,1.79411764705882,13.5021949078139,0.766900790166813,-1.09244625632738,12.6735632183908,23.7472527472527,0.72183908045977,0.813186813186813,-2.43200620478605,-1.66010475748631,-0.631229364414483,"N0.HOG0000428",8.63636363636364,0.632034632034632
"331",5177,612,3564,0,1473,140,1.31818181818182,102.653878942882,0.850383631713555,-0.683801190011249,115.241379310345,92.5604395604396,0.862068965517241,0.923076923076923,0.773285063921682,-0.953069570446589,-0.143230323140695,"N0.HOG0000429",87.098814229249,0.731225296442688
"332",3961,3,3829,0,132,0,0.5,0.225916453537937,0.216965046888321,-1.22987317547506,0.128735632183908,0.626373626373626,0.128735632183908,0.56043956043956,NA,-0.763731204392661,-0.0109192508629935,"N0.HOG0000430",0,0
"333",3035,524,1666,0,1157,212,1.75789473684211,189.178175618073,0.907075873827792,2.58351548642362,185.650406504065,163.666666666667,0.885017421602787,0.961538461538462,1.23315945783333,2.01885110668593,0.748221946912135,"N0.HOG0000431",182.106060606061,0.954545454545455
"334",4043,63,2327,0,1716,0,1.52,22.1812993854258,0.756365232660228,2.3075397702201,21.5418719211823,22.6373626373626,0.736453201970443,0.945054945054945,1.21258227921667,3.13296760822989,0.794971449532029,"N0.HOG0000432",14.5849802371542,0.355731225296443
"335",5513,5,5493,0,18,2,4,0.933713784021071,0.41747146619842,-0.240795457304711,1.4367816091954,0.564102564102564,0.517241379310345,0.512820512820513,-1.16240204275445,0.377596133401827,-0.350398636929903,"N0.HOG0000433",0.0909090909090909,0.0909090909090909
"336",3577,586,1716,0,1858,3,1.23664122137405,51.1545215100966,0.623792800702371,-2.0516726363377,2.57142857142857,152.725274725275,0.667487684729064,0.758241758241758,0.526106916057366,-0.265739444273536,-0.736113605587848,"N0.HOG0000434",1.90513833992095,0.434782608695652
"337",5019,30,3049,0,1970,0,1,3.23911930363543,0.645161290322581,-1.58253371907622,3.21957671957672,4.87272727272727,0.611111111111111,0.963636363636364,-1.02054291372132,0.145966993414588,-1.60114980906729,"N0.HOG0000435",1.1038961038961,0.255411255411255
"338",5410,528,2987,0,2351,72,1.88524590163934,282.333333333333,1,-0.206722056610545,NA,274,NA,1,NA,NA,NA,"N0.HOG0000436",NA,NA
"339",3066,305,621,0,2439,6,1.5,131.37181738367,0.899473222124671,3.72699492058397,137.487356321839,78.6410256410256,0.864367816091954,0.987179487179487,3.38696559625633,3.67179592603668,-0.742855138950801,"N0.HOG0000437",135.715415019763,0.774703557312253
"340",2970,18,2325,0,645,0,0.8,2.88919041157847,0.764812302125735,-0.703285076316923,2.82266009852217,3.23076923076923,0.751231527093596,0.935897435897436,0.0686909178114623,1.18083101126475,-1.17789462518874,"N0.HOG0000438",2.21343873517787,0.557312252964427
"341",4449,3,4439,0,10,0,2,0.0882352941176471,0.0294117647058824,-1.66052673246614,0.2,0,0.0666666666666667,0,NA,-1.73178274800123,NA,"N0.HOG0000439",0,0
"342",2914,19,1243,0,1671,0,2.16666666666667,2.33187006145742,0.84503950834065,-1.24738460999172,2.24630541871921,2.94505494505495,0.832512315270936,0.989010989010989,-0.605713621347168,-0.0620701672983023,-1.34060206621328,"N0.HOG0000441",1.76284584980237,0.656126482213439
"343",6296,149,4624,0,1671,1,1.44262295081967,8.4468832309043,0.829675153643547,-2.52449013496434,1.3448275862069,21.7142857142857,0.793103448275862,0.934065934065934,-1.362855108875,-0.731371237200341,-2.30365603538101,"N0.HOG0000442",9.54940711462451,0.74703557312253
"344",2727,120,1280,0,1442,5,1.92682926829268,19.6562774363477,0.77260755048288,-0.742691881859875,16.8866995073892,19.1538461538462,0.699507389162562,0.974358974358974,0.301632660872549,2.01742907536912,-0.890718495216896,"N0.HOG0000443",9.93675889328063,0.549407114624506
"345",2906,358,615,0,2290,1,1.796875,12.8972783143108,0.733099209833187,-2.90632380967031,2.66995073891626,51.7142857142857,0.657635467980296,0.956043956043956,-0.795020158654853,0.951285744603037,-2.40707336728039,"N0.HOG0000445",1.63636363636364,0.383399209486166
"346",4063,27,3289,0,774,0,2,11.1079894644425,0.679543459174715,3.0625537132594,11.3152709359606,6.71428571428571,0.625615763546798,0.912087912087912,1.61544320936852,3.31429576978135,-0.760747895340174,"N0.HOG0000446",8.93280632411067,0.434782608695652
"347",1240,105,982,0,257,1,1.1875,3.34811237928007,0.310359964881475,-2.9085538735976,0.192118226600985,15.3406593406593,0.192118226600985,0.582417582417582,-0.213211223988668,-0.386962581436819,-2.39046556759793,"N0.HOG0000447",0.237154150197628,0.237154150197628
"348",1951,68,638,0,1313,0,1.26666666666667,7.90517998244074,0.802019315188762,-1.49593276056321,2.35467980295567,24.7472527472527,0.770935960591133,0.978021978021978,0.2333017107989,1.55750268809399,0.850852100102409,"N0.HOG0000449",1.46245059288538,0.58102766798419
"349",4779,4,4455,0,324,0,3,0.263229308005427,0.197195838986884,-1.46428937372582,0,1.23076923076923,0,0.743589743589744,NA,NA,-0.153407323354861,"N0.HOG0000450",0,0
"350",4154,302,3026,0,1124,4,1.25373134328358,135.933966530981,0.661691542288557,4.03485257315452,144.793103448276,145,0.62807881773399,0.782051282051282,2.27707423806301,3.572991217076,2.68969588352025,"N0.HOG0000451",126.02371541502,0.628458498023715
"351",4137,22,3600,0,537,0,2.14285714285714,8.78533801580334,0.777875329236172,2.81421465536383,9.11822660098522,9.61538461538461,0.751231527093596,0.835164835164835,1.8712869721482,3.08604101150611,2.21094098585755,"N0.HOG0000452",7.77865612648221,0.683794466403162
"352",2685,1,2558,0,127,0,0,0.236092265943012,0.236092265943012,0.159043626453723,0.246305418719212,0.384615384615385,0.246305418719212,0.384615384615385,-1.16097429087842,-0.0515645042750462,0.425595348542734,"N0.HOG0000453",0.0869565217391304,0.0869565217391304
"353",2582,286,1658,0,923,1,0.986111111111111,10.2006145741879,0.766900790166813,-2.90526353604507,20.4,2.56410256410256,0.740229885057471,0.897435897435897,0.927500818349708,-2.7793576692496,-0.456555277596221,"N0.HOG0000454",1.44664031620553,0.49802371541502
"354",1533,19,1170,0,361,2,2.16666666666667,5.25724319578578,0.637401229148376,0.98410024843573,6.62068965517241,3.18681318681319,0.736453201970443,0.659340659340659,-1.3770103633214,2.88079971184855,-1.11819966260597,"N0.HOG0000455",2.85375494071146,0.320158102766798
"355",2796,210,1422,0,1370,4,1.5,7.31606672519754,0.772168568920105,-2.90644057067707,1.30049261083744,30.4285714285714,0.766009852216749,0.835164835164835,-0.264637697177296,-0.805464932987712,-2.38708733573531,"N0.HOG0000456",0.980237154150198,0.683794466403162
"356",3020,8,2495,0,524,1,3,0.813206693803709,0.626413387607417,-1.33200196744352,0.600985221674877,1.33333333333333,0.551724137931034,0.782051282051282,-0.0503998222072847,0.372703319826965,-1.55084778000534,"N0.HOG0000457",0.529644268774704,0.50197628458498
"357",4635,167,3643,0,987,5,1.31944444444444,10.0030728709394,0.787093942054434,-2.47732775877043,1.5320197044335,22.5384615384615,0.793103448275862,0.846153846153846,-0.830515134400044,1.30633313659264,-2.35753511483851,"N0.HOG0000458",1.61264822134387,0.557312252964427
